year,month,is_weekend,상권_코드,상권_코드_명_x,AVG_00TMST,AVG_01TMST,AVG_02TMST,AVG_03TMST,AVG_04TMST,AVG_05TMST,AVG_06TMST,AVG_07TMST,AVG_08TMST,AVG_09TMST,AVG_10TMST,AVG_11TMST,AVG_12TMST,AVG_13TMST,AVG_14TMST,AVG_15TMST,AVG_16TMST,AVG_17TMST,AVG_18TMST,AVG_19TMST,AVG_20TMST,AVG_21TMST,AVG_22TMST,AVG_23TMST,MAN_FLOW_POP_CNT_10G,MAN_FLOW_POP_CNT_20G,MAN_FLOW_POP_CNT_30G,MAN_FLOW_POP_CNT_40G,MAN_FLOW_POP_CNT_50G,MAN_FLOW_POP_CNT_60GU,WMAN_FLOW_POP_CNT_10G,WMAN_FLOW_POP_CNT_20G,WMAN_FLOW_POP_CNT_30G,WMAN_FLOW_POP_CNT_40G,WMAN_FLOW_POP_CNT_50G,WMAN_FLOW_POP_CNT_60GU
2025,1,0,3110382,솔밭공원역 1번,206.2664622,149.390478,125.8295945,119.3085452,129.2593361,154.9631265,206.2104083,401.56557,588.280363,695.0451709,747.1171796,789.7273891,816.108837,831.731053,850.3039457,852.2363978,836.5834891,822.995057,794.7509178,704.9279035,611.5900526,522.0249713,434.0743013,314.9882809,659.7955417,599.4006883,691.3230439,804.2914957,1077.263322,2306.755291,594.7289935,729.4675961,648.1780283,832.3221135,1228.419409,2836.119426
2025,1,1,3110382,솔밭공원역 1번,262.3398263,201.7343213,174.328035,158.3021438,158.4537288,179.0740463,217.4314075,382.3406988,550.1040925,746.8708075,880.6476063,930.3910875,1013.03447,1023.80212,1031.055269,1005.603303,959.8700488,932.72512,865.878875,788.9905188,690.2914888,594.54127,494.7274963,376.176915,660.5299913,688.0739313,804.2250538,933.6453038,1303.098,2628.226113,600.7209088,809.484295,767.707975,931.3502013,1397.901013,3103.086325
2025,2,0,3110382,솔밭공원역 1번,214.6700515,157.222045,133.0712323,123.9194698,129.1349555,159.9835745,221.052684,455.077089,703.058375,787.5784875,830.227754,869.160763,906.3528485,942.322378,943.261896,969.4692735,971.556124,979.6967385,965.509245,854.1212975,722.7189335,594.4383855,488.145729,351.727489,744.549637,699.7705975,777.375573,950.331893,1245.953535,2440.580715,711.1059105,909.04472,790.9366035,1081.464475,1443.14844,3042.996975
2025,2,1,3110382,솔밭공원역 1번,260.4484375,194.460815,167.6251862,154.5356488,152.5736113,172.3022925,208.9282238,369.3092025,527.0952913,741.1098225,894.5987438,937.28475,1023.268456,1040.457675,1029.880688,1012.654375,986.315475,947.6873063,895.51158,808.5703538,728.5322125,613.600465,509.2662725,386.02676,682.3050375,711.8482175,827.0562213,981.1174013,1315.719413,2594.50795,666.07061,812.8121913,818.6153175,995.3847763,1410.6683,3088.862425
2025,3,0,3110382,솔밭공원역 1번,175.1098657,129.6470203,111.230969,110.585935,124.0808507,154.5924348,211.4773519,465.2303029,731.3275171,744.0201667,794.66203,846.6008767,855.7360167,890.5408695,920.7647029,906.5422424,924.1811457,904.6765624,870.7434686,766.4980581,659.3488114,550.1996305,449.59017,310.1669333,716.832041,612.1630705,692.0414133,849.129151,1120.609005,2365.28389,692.759461,989.6535648,677.4647029,927.3693024,1301.2436,2934.087067
2025,3,1,3110382,솔밭공원역 1번,243.274634,182.694363,158.52937,148.735832,151.414032,171.344727,204.451561,372.940481,521.520113,732.744544,892.360094,947.749979,1029.110484,1026.970536,1044.272838,999.724144,965.149408,931.485354,859.450687,773.485182,710.157847,610.855252,500.781411,375.021875,671.434843,715.534988,834.199453,982.939793,1301.90678,2595.26384,677.537274,819.03261,802.339883,954.759367,1366.22102,3026.59216
2025,4,0,3110382,솔밭공원역 1번,191.1419264,139.7877205,120.1718918,117.9862166,127.6240134,162.2403814,231.4281227,500.8958541,824.0571959,783.8584905,831.6482227,886.7794036,900.9392377,961.8542282,992.5309955,978.5584073,999.0487227,989.4087123,967.1980077,861.353295,724.5693441,592.0987073,478.7237623,332.6862282,767.6113282,683.8123414,761.0760455,950.1909418,1226.219668,2440.262045,734.2161482,1050.492893,792.8939168,1075.396168,1443.282355,3042.196232
2025,4,1,3110382,솔밭공원역 1번,242.7024175,183.8276313,160.32836,148.1243713,151.3626388,176.8626238,220.0349388,376.4773925,533.7710263,734.4012638,907.2399625,951.7430875,1030.91928,1038.9258,1040.502763,999.5240763,994.0761763,943.9540288,893.93066,811.176295,733.1172125,610.33193,496.1319263,369.474155,703.5521363,710.705785,820.0839975,988.00311,1315.392038,2600.545338,688.7621163,823.3785725,797.6078263,969.6008588,1400.232875,3087.582113
2025,5,0,3110382,솔밭공원역 1번,249.9721623,176.51155,149.4695705,147.2649723,164.823655,214.9027355,298.4219095,660.2181705,1067.936385,1043.124245,1108.510408,1214.278472,1212.130773,1280.9304,1311.248455,1262.375968,1293.254241,1292.658918,1284.663314,1152.07288,989.8660282,811.2690041,648.7627882,432.6831391,1086.134448,944.149065,1022.57616,1294.350473,1585.467386,3153.170027,1190.82248,1140.193495,1052.250244,1382.683168,1874.827205,3954.174468
2025,5,1,3110382,솔밭공원역 1번,282.1549689,207.0789589,174.7939167,161.8275311,167.3729633,209.8255333,253.2868122,409.5827389,603.9756056,866.4028622,1075.717094,1146.2519,1225.641611,1232.980144,1190.027644,1190.183144,1179.445,1116.487011,1032.228282,969.0502789,917.0138,751.4268944,604.6918867,425.7039489,880.9702178,899.4419444,976.8559778,1218.793433,1539.365111,3050.359144,928.8068922,1029.577991,972.0720511,1187.837667,1611.685967,3490.529822
