상권_코드,상권_코드_명_x,경도(WGS84),위도(WGS84),기준_년분기_코드,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액
3110407,도봉역 2번,127.040967,37.675496,20243,CS100007,치킨전문점,13399912,1214581,1133218,2854889,1851350,1202713,2622069,2521092,951123,12647,1565635,2313623,5599588,2957296,7652255,5372641,0,876730,1083969,2936118,3544480,4583600
3110407,도봉역 2번,127.040967,37.675496,20244,CS100007,치킨전문점,11217819,637770,1845667,1206766,2183877,1666903,2507592,1169244,768223,0,1666897,1357681,4100887,3324131,6213426,5004393,434843,1613749,1323856,1193402,3952237,2699732
3110407,도봉역 2번,127.040967,37.675496,20243,CS100008,분식전문점,20140898,4501716,3038043,3198073,4347379,3828578,1132229,94880,0,44277,10102012,2293554,7701055,0,9394469,10746429,0,1253266,4777945,4656652,7172952,2280083
3110407,도봉역 2번,127.040967,37.675496,20244,CS100008,분식전문점,21353963,4761687,4206325,4381979,3313825,3735027,955120,0,0,0,11319504,2033584,7732049,268826,11090953,9871474,25425,2043236,3958031,7449702,4740253,2745780
3110407,도봉역 2번,127.040967,37.675496,20241,CS100009,호프-간이주점,622843660,71272294,88110006,77939928,85231488,83204833,114525870,102559241,63958467,0,61785260,30937638,169275068,296887227,421808337,179744302,2666344,58752165,92198716,106070222,129756950,212108241
3110407,도봉역 2번,127.040967,37.675496,20242,CS100009,호프-간이주점,788329890,114325476,107541334,101086176,114012841,110249483,123038060,118076520,79693956,0,82439220,45113442,249903506,331179766,497240718,273326975,714129,38511742,131692595,184320388,214392114,200936726
3110407,도봉역 2번,127.040967,37.675496,20243,CS100009,호프-간이주점,678831427,90090440,62278777,90190168,102504102,105719735,126111955,101936250,87112582,314516,31038694,25995131,228609150,305761354,480176840,185120519,0,43616690,91587182,127089035,189674692,213329760
3110407,도봉역 2번,127.040967,37.675496,20244,CS100009,호프-간이주점,687866197,63574765,74776859,101691799,118332445,98184607,135610593,95695129,78199921,43677,1199079,41187407,262148983,305087130,451352443,203518202,2368884,37144395,71170946,125918540,208428174,209839705
3110407,도봉역 2번,127.040967,37.675496,20241,CS100010,커피-음료,83431050,10072835,11573237,10812632,11258157,13135188,14556693,12022308,0,13928725,34279683,16926091,15752128,2544423,42357004,37678082,213546,9278850,18242505,18658255,15844430,17797498
3110407,도봉역 2번,127.040967,37.675496,20242,CS100010,커피-음료,103054878,12735421,16687226,16661873,13946138,15040598,15066444,12917178,0,19923502,40598805,22243917,18420710,1867944,52726354,47005481,940781,11401425,21259868,23927089,20103680,22098995
3110407,도봉역 2번,127.040967,37.675496,20243,CS100010,커피-음료,111062845,18085229,14991727,19316354,14057891,16741377,14493209,13377058,0,18106638,45488341,23465883,17407621,6594362,62756392,45233301,570559,11778011,19101742,21847635,25672069,29019674
3110407,도봉역 2번,127.040967,37.675496,20244,CS100010,커피-음료,75656175,10258775,11643804,11078006,10375298,11381485,10410883,10507924,0,12466290,30377217,19197600,12518844,1096224,42071024,30490233,301775,7825742,14871720,16221613,16979011,16361397
3110408,가인초등학교,127.04149,37.658792,20241,CS100001,한식음식점,912083833,147983234,90724082,141062042,110499472,210540830,114743758,96530415,622643,3433765,374266160,119918627,332850931,80991707,314053307,174352632,267645,17627352,133781948,138463520,116823266,81442208
3110408,가인초등학교,127.04149,37.658792,20242,CS100001,한식음식점,870182084,91791989,151306961,161713371,96101992,135141078,141526524,92600169,0,5593911,284564862,122672857,381322631,76027823,328628596,157765778,0,23320965,120891945,127277767,113564220,101339479
3110408,가인초등학교,127.04149,37.658792,20243,CS100001,한식음식점,909372249,211071170,136935403,135450394,114155558,108801689,109382637,93575398,0,4765812,296534955,168185924,369261995,70623563,316131376,183626985,1858422,20162252,120830690,124611161,151619474,80676359
3110408,가인초등학교,127.04149,37.658792,20244,CS100001,한식음식점,996627307,121551890,172477082,165189015,92574370,190315486,156647131,97872333,1219409,2386456,335136355,130143234,419478431,108263422,355948882,257518215,935379,35602213,128452962,141111152,184144635,123220761
3110408,가인초등학교,127.04149,37.658792,20241,CS100006,패스트푸드점,69998839,8563124,6496936,11127180,8996833,12251718,12394549,10168499,0,916227,22764941,11228336,32110039,2979296,33561348,32555458,605680,3737355,15845910,18363587,15467858,12096416
3110408,가인초등학교,127.04149,37.658792,20242,CS100006,패스트푸드점,72144416,5824397,4362991,12964910,7587834,13462479,12075967,15865838,0,0,23936369,9578469,36592352,2037226,39039784,33104632,335238,3882478,19644245,17887704,18626940,11767811
3110408,가인초등학교,127.04149,37.658792,20241,CS100010,커피-음료,25549257,3968458,3346079,4127640,6004133,3398604,3636005,1068338,0,5014460,11315007,6869471,2350319,0,11071342,13223382,47930,1560303,9968363,5794212,2874160,4049758
3110408,가인초등학교,127.04149,37.658792,20242,CS100010,커피-음료,66103066,8665240,10132034,9420081,11108294,9755485,12411929,4610003,0,19637221,22596859,17070615,6759525,38846,29097736,36850241,422624,6672493,28985194,14411278,8168356,7288032
3110408,가인초등학교,127.04149,37.658792,20243,CS100010,커피-음료,71118387,11163163,10046319,11018952,10753617,11158057,13091280,3886999,0,21485508,25616995,16774378,7241506,0,31365306,38525841,310439,5755684,31728004,14377882,8634402,9084736
3110408,가인초등학교,127.04149,37.658792,20244,CS100010,커피-음료,69780023,10858400,10828793,9791846,10859418,10574111,11303000,5564455,0,21707305,23018340,18279529,6673382,101467,33475312,36304711,486412,5794329,31242114,14356165,7934026,9966977
3110409,창동역 2번,127.043392,37.655088,20241,CS100001,한식음식점,1133657200,115047384,130433722,146907108,127275222,197208876,236578543,180206345,22057491,568665,127323831,74365690,650724221,258617302,710792572,363590138,876315,103320999,236157877,247254810,257884483,228888227
3110409,창동역 2번,127.043392,37.655088,20242,CS100001,한식음식점,1159483970,104367329,152659285,162459611,117134888,198498561,214142169,210222127,12263376,1642983,111081675,81693236,644064895,308737805,700161138,430573491,785239,105694056,272479854,276400634,252069976,223304870
3110409,창동역 2번,127.043392,37.655088,20243,CS100001,한식음식점,1046859126,115498732,124721070,126283160,124679401,187258217,194255252,174163294,10547725,365700,123375440,62440133,584548575,265581553,646810849,351733142,597815,83899955,204965317,255078504,250260595,203741799
3110409,창동역 2번,127.043392,37.655088,20244,CS100001,한식음식점,1056207152,103727259,140346910,141052967,113406012,159960110,223238960,174474934,13214276,346802,116549617,72280371,609838679,243977407,632316927,381744236,1861326,91521452,221464952,248645846,237160054,213407532
3110409,창동역 2번,127.043392,37.655088,20241,CS100005,제과점,44992081,6921890,7263578,6930855,6502596,7210859,7535777,2626526,0,6543557,12802181,11478796,13372277,795270,15267376,29370349,225242,4117139,9113681,12850674,10627281,7703708
3110409,창동역 2번,127.043392,37.655088,20242,CS100005,제과점,45043849,7002509,7131912,5798640,6604329,6907478,8462045,3136936,0,7869561,12619383,10107761,13105370,1341774,16487208,27909506,93537,4438671,9507482,13046198,10118864,7191962
3110409,창동역 2번,127.043392,37.655088,20243,CS100005,제과점,40343083,4660308,6840878,6624588,5215739,6086417,7606596,3308557,0,6949190,11234562,7797714,13620072,741545,14838944,25504139,83125,3387067,10282467,11823882,8497268,6269274
3110409,창동역 2번,127.043392,37.655088,20244,CS100005,제과점,41879663,7367259,8641252,5717267,4633342,5438915,7746309,2335319,0,7789705,12724604,9163639,11650281,551434,15296718,24793191,277322,4178884,9062300,10386971,8552084,7632346
3110409,창동역 2번,127.043392,37.655088,20241,CS100006,패스트푸드점,20869423,2283111,1825605,2298925,2393441,4356961,3555590,4155790,0,0,3334194,3987720,11685127,1862382,11673084,9196339,104814,3080797,4581716,4960264,6134566,2007266
3110409,창동역 2번,127.043392,37.655088,20242,CS100006,패스트푸드점,22234949,2567764,1921593,2815639,1803907,4532753,5322722,3270571,0,0,2499358,5289990,11857610,2587991,12963327,9271622,125296,2420013,3695680,6506075,8122519,1365366
3110409,창동역 2번,127.043392,37.655088,20243,CS100006,패스트푸드점,15576895,1845097,1731457,2366962,2066899,2695011,3277558,1593911,0,0,2199664,2594611,9395762,1386858,8330254,7246641,139571,2659878,2268145,5054070,3907141,1548090
3110409,창동역 2번,127.043392,37.655088,20244,CS100006,패스트푸드점,15656664,1527713,2492739,1770440,2388660,2655660,2081573,2739879,0,0,2624400,3080801,8952602,998861,8181015,6690830,109595,2306807,3380992,3645343,4022088,1407020
3110409,창동역 2번,127.043392,37.655088,20241,CS100007,치킨전문점,181816442,17755680,20888699,23765927,26022049,33444362,32795214,27144511,15081879,0,3685952,12313016,80980876,69754719,106002227,72092736,1143134,21876237,36054924,45715917,43620687,29684063
3110409,창동역 2번,127.043392,37.655088,20242,CS100007,치킨전문점,224278360,19281769,25592528,30887424,23056415,43345331,42724198,39390695,12010051,0,3410445,13414781,97673784,97769299,117847630,98182077,576247,22976968,36337382,82051832,46252868,27834409
3110409,창동역 2번,127.043392,37.655088,20243,CS100007,치킨전문점,173326740,18712624,18087694,17618991,20855503,35191644,28270012,34590272,16333689,252912,3802391,9360197,77897306,65680245,99940579,67912554,1381806,18652685,38965578,44072187,41314421,23466457
3110409,창동역 2번,127.043392,37.655088,20244,CS100007,치킨전문점,171993535,14079605,34784779,18355646,14754285,31558110,30493828,27967282,21751121,304644,8317083,12169223,68814661,60636803,102156864,67307026,505888,28538436,33826264,40203453,38597261,27792589
3110409,창동역 2번,127.043392,37.655088,20241,CS100008,분식전문점,140364749,27866863,23857324,24392286,30980729,21735164,10356012,1176371,1753385,4270425,90577970,15094994,27579667,1088308,57292989,48741126,714068,8146717,15065533,29798728,37239297,15069771
3110409,창동역 2번,127.043392,37.655088,20242,CS100008,분식전문점,91030170,18365023,15257899,18061985,15397494,12588885,10955369,403515,157726,4636610,49431377,13898074,22360915,545468,48107420,38620369,792639,4022468,13505649,22418514,31646046,14342473
3110409,창동역 2번,127.043392,37.655088,20243,CS100008,분식전문점,40229245,7727907,6243997,7805749,9153157,7346579,1163227,788629,1238148,0,24389975,10282065,2703682,1615375,27105644,6203777,0,872749,2534537,10665911,15433258,3802964
3110409,창동역 2번,127.043392,37.655088,20244,CS100008,분식전문점,5128716,742625,357512,446890,205044,1393244,809659,1173742,0,0,571756,838575,3204462,513923,1917682,3211034,315452,243161,1390615,1771785,1052820,354883
3110409,창동역 2번,127.043392,37.655088,20241,CS100009,호프-간이주점,281444002,17046851,32122809,37742849,26717597,49169572,64786833,53857491,88001408,0,0,1880824,42199795,149361975,178227610,96669159,4894481,48750301,70835533,66863978,64530289,19022186
3110409,창동역 2번,127.043392,37.655088,20242,CS100009,호프-간이주점,279481911,20219661,29188333,37102334,37532864,51452415,69126134,34860170,82499045,0,0,1159643,53293506,142529717,197777253,81494773,2949115,41966503,79359276,64967646,55224962,34804524
3110409,창동역 2번,127.043392,37.655088,20243,CS100009,호프-간이주점,287888268,26554716,32495607,37806126,40821291,52214972,59607608,38387948,93202718,0,0,4270312,58681624,131733614,182912606,95469319,3423833,36733040,61990992,90882438,65427818,19923804
3110409,창동역 2번,127.043392,37.655088,20244,CS100009,호프-간이주점,282064617,19787091,29178789,44512086,31915084,55038477,59635975,41997115,92963485,0,0,1787862,52907791,134405479,183560308,90271141,903717,40418830,77829559,73399815,65547676,15731851
3110409,창동역 2번,127.043392,37.655088,20241,CS100010,커피-음료,481715088,56780834,54966036,55109142,55771172,63252496,100834005,95001403,4278049,48343451,128341047,135881042,133883880,30987619,200839430,280778766,4150589,72076084,144064000,125657442,89358823,46311258
3110409,창동역 2번,127.043392,37.655088,20242,CS100010,커피-음료,528349945,59559608,59272059,71900457,69142242,76334495,96905140,95235944,5711728,63070767,143137610,127491140,149447717,39490983,231928190,289576424,4424867,84079966,160769922,120023831,97355294,54850737
3110409,창동역 2번,127.043392,37.655088,20243,CS100010,커피-음료,522452211,66903119,68323698,67823749,65910450,67515302,92661283,93314610,4196508,60777593,149295961,129950408,146252103,31979638,239080253,280934099,3247673,80535961,135717641,132837351,106775129,60900596
3110409,창동역 2번,127.043392,37.655088,20244,CS100010,커피-음료,460137013,55287354,56948581,54586095,55712511,62034064,81238887,94329521,4189683,59941856,122545757,112414075,129216274,31829368,194188740,258399391,4834533,79555059,131505425,107677476,77863429,51152211
3110409,창동역 2번,127.043392,37.655088,20241,CS300010,반찬가게,324662253,45018145,45814841,56884785,57743820,67993382,51207280,0,0,18103261,76530021,109336420,120587184,105367,108226391,216435862,0,6578933,26523470,77642076,126955907,86961867
3110409,창동역 2번,127.043392,37.655088,20242,CS300010,반찬가게,279972641,56628034,44259502,35588076,43205251,48411065,51880713,0,0,16584801,78770346,85173543,99443951,0,94898987,185073654,0,6180095,27671906,69109056,110356530,66655054
3110409,창동역 2번,127.043392,37.655088,20243,CS300010,반찬가게,315342473,75371131,48123653,44786058,39002850,47676403,53019034,7363344,0,21244375,78398180,95729812,119005799,964307,100758368,214183611,521704,4626806,26367987,69257744,134351159,79816579
3110409,창동역 2번,127.043392,37.655088,20244,CS300010,반찬가게,284269914,53667206,44391211,43216633,43801302,47599264,51594298,0,0,15311148,77507667,92801722,98649377,0,93596554,190673360,406560,5132841,25770485,66761249,119554977,66643802
3110410,방학역 2번,127.044647,37.669107,20241,CS100001,한식음식점,2054028692,265929930,243613440,270543050,278640776,349621346,363549832,282130318,83318816,21493755,298423696,135263436,1008587611,506941378,1204322013,667069883,3181891,205240774,380901343,432202779,522698073,327167036
3110410,방학역 2번,127.044647,37.669107,20242,CS100001,한식음식점,2147304043,252906425,299988495,311282825,263132795,346318078,398886097,274789328,87108436,27212424,303513036,142701900,1047004365,539763882,1234391060,727718796,5112984,213028038,364447672,507041820,496922456,375556881
3110410,방학역 2번,127.044647,37.669107,20243,CS100001,한식음식점,1991123113,271432380,259814129,254432020,265768749,318356650,382681402,238637783,86002103,30576243,361506425,105807638,947123615,460107089,1120594683,666139874,4360732,191430064,334904830,420149167,474660806,361228951
3110410,방학역 2번,127.044647,37.669107,20244,CS100001,한식음식점,1866101497,228551974,274799275,256150849,239063781,301757634,345122983,220655001,67119124,30990422,307358272,128134438,871343376,461155865,1097209067,590542254,8102724,166204051,327142442,413035506,451060261,322206340
3110410,방학역 2번,127.044647,37.669107,20241,CS100002,중식음식점,54000000,7093894,8582903,8284197,6512655,6762788,7331734,9431829,0,534670,19812368,8624977,22651392,2376593,22642573,27896721,2243988,7665370,6934072,12764891,13426099,7504875
3110410,방학역 2번,127.044647,37.669107,20242,CS100002,중식음식점,54000000,7712014,6902582,7692133,4372593,9338015,7368991,10613672,98064,487086,21408938,6826184,23435131,1744597,24378733,27260454,2496257,8611695,7701234,15551705,10582600,6695696
3110410,방학역 2번,127.044647,37.669107,20243,CS100002,중식음식점,54000000,7016746,7753201,7374929,6659629,10799601,6362921,8032973,0,294237,20207944,6833695,24913575,1750549,24789906,29210094,3072614,7804671,7743895,16713064,10649706,8016050
3110410,방학역 2번,127.044647,37.669107,20244,CS100002,중식음식점,54000000,6628277,7655429,8775668,7716659,7920975,6776979,8526013,0,775742,19118215,8569064,24716971,820008,24319310,27164185,2962110,8623063,6040731,16533986,10221275,7102332
3110410,방학역 2번,127.044647,37.669107,20241,CS100003,일식음식점,89558594,5143940,10612665,17754061,12705607,19508909,19637119,4196293,16549111,124747,1675552,441900,29982475,40784809,58507790,25470762,1525943,12436355,28778446,18835268,15125712,7276828
3110410,방학역 2번,127.044647,37.669107,20242,CS100003,일식음식점,95493806,9697887,21467474,14396319,12629427,15911740,15760313,5630646,14972278,0,885790,820276,36448269,42367193,59176398,27868297,457703,14484976,23377579,25176526,17569934,5977978
3110410,방학역 2번,127.044647,37.669107,20243,CS100003,일식음식점,84630592,8292738,9167440,12721394,14162647,18828235,17080341,4377797,13970717,1373110,849892,2353772,28677550,37405551,51074500,30068350,1651541,12136175,26264302,18957556,15100166,7033110
3110410,방학역 2번,127.044647,37.669107,20244,CS100003,일식음식점,83532373,15346310,14299629,11152881,11367371,14858575,13176246,3331361,6273225,0,4146253,2171439,37157218,33784238,49065102,23294904,0,10290590,21177450,19791877,14094378,7005714
3110410,방학역 2번,127.044647,37.669107,20241,CS100005,제과점,76239230,8449587,11243410,7864293,11914356,9875098,14223922,12668564,0,7624996,25646208,21163541,20697775,1106710,18921550,52262183,450915,12330796,19811690,17952919,12534662,8102752
3110410,방학역 2번,127.044647,37.669107,20242,CS100005,제과점,75572520,7786456,11437197,2530134,11440179,13001980,14956838,14419736,0,9894185,25388245,21133658,18560580,595852,24776165,50796355,42455,10088283,17360420,18704096,18964988,10412278
3110410,방학역 2번,127.044647,37.669107,20243,CS100005,제과점,74563765,10853571,10726450,1736983,11417216,12146947,15020296,12662302,0,12032929,24798375,21244837,16360879,126745,21296385,53267380,331992,12162744,14880516,20813234,13924202,12451077
3110410,방학역 2번,127.044647,37.669107,20244,CS100005,제과점,75950191,11116009,13434106,1970069,9696461,10832042,12967683,15933821,0,13071585,26005151,20273282,16600173,0,21152772,54797419,0,11864833,19118463,19851288,12370588,12745019
3110410,방학역 2번,127.044647,37.669107,20241,CS100006,패스트푸드점,139340584,18046740,12357492,14263951,16604648,17820836,44162921,16083996,55279,3459534,37579740,22428674,42338001,33479356,79248863,49205338,1491817,18379712,19949943,24222814,25191322,39218594
3110410,방학역 2번,127.044647,37.669107,20242,CS100006,패스트푸드점,109525334,14723502,13116891,16242771,16311981,16401807,16084718,16643664,47946,4706097,36631665,22260005,42076819,3802802,44811807,57024518,1639395,15356963,26202940,22811315,25465085,10360629
3110410,방학역 2번,127.044647,37.669107,20243,CS100006,패스트푸드점,123458671,19862973,17706849,17745938,16835535,19901731,15397681,16007964,0,5400375,36427591,40064118,37756470,3810117,45326007,49854007,1115024,16206254,23623600,22342548,21258395,10634192
3110410,방학역 2번,127.044647,37.669107,20244,CS100006,패스트푸드점,111720674,16844383,18337727,13429862,14332048,16424452,16541818,15810384,0,5309024,38830674,21663682,42480554,3436740,47582238,53740153,1283591,16858754,25725307,23471197,20467325,13516218
3110410,방학역 2번,127.044647,37.669107,20241,CS100007,치킨전문점,176440359,16279250,19330763,20450465,22467750,32977444,28751477,36183210,42560099,0,2251052,9790282,53583631,68255295,110637763,58680435,1830106,22764455,50700495,31752703,40432810,21837628
3110410,방학역 2번,127.044647,37.669107,20242,CS100007,치킨전문점,218114546,28984940,26422352,23654718,26738241,41012705,36732649,34568941,52557553,0,1296365,12485344,64197021,87578263,133858369,69229426,561706,36188462,50647838,43633620,46806413,25249756
3110410,방학역 2번,127.044647,37.669107,20243,CS100007,치킨전문점,193905961,20538618,22575251,22778046,26472532,31506493,30773716,39261305,43126760,0,924540,10714149,60526653,78613859,113715944,66485443,585455,29031104,52629362,33588854,40744531,23622084
3110410,방학역 2번,127.044647,37.669107,20244,CS100007,치킨전문점,168991644,18348937,19209027,22021280,21542644,25139271,39960831,22769654,32546891,0,723553,9541824,56468924,69710452,104360828,62371916,583235,27676924,36912563,29207391,42914258,29438373
3110410,방학역 2번,127.044647,37.669107,20241,CS100008,분식전문점,10405718,1585139,1594007,2608250,1907761,1724965,985596,0,0,0,1515568,2040765,6661815,187570,3656739,6748979,0,2245748,2765411,3036811,1751862,605886
3110410,방학역 2번,127.044647,37.669107,20241,CS100009,호프-간이주점,517977957,80883556,54642572,57746019,64234838,67762751,107449155,85259066,195484413,0,31407519,6247392,86874926,197963707,329244013,178583375,4601637,135214634,168425790,81335174,83027747,35222408
3110410,방학역 2번,127.044647,37.669107,20242,CS100009,호프-간이주점,545751669,60151474,77986735,63594108,63118577,94607793,109718707,76574275,156426897,467803,34940242,18346649,132273244,203296834,364222960,181528709,4721084,130419422,166559767,97393832,102858596,43798968
3110410,방학역 2번,127.044647,37.669107,20243,CS100009,호프-간이주점,503727398,69655296,66201208,53718301,56913719,72615959,105476680,79146235,146298220,0,37759813,15659607,114495874,189513884,320110964,176017687,3443118,113445023,130798934,98335014,102258640,47847922
3110410,방학역 2번,127.044647,37.669107,20244,CS100009,호프-간이주점,472186569,53657264,69377244,58844318,54914775,78762601,100886910,55743457,116373002,233902,46190600,17619110,112261883,179508072,307270957,145090923,2855956,94156762,132983328,101846094,71287853,49231886
3110410,방학역 2번,127.044647,37.669107,20241,CS100010,커피-음료,297689122,35754770,34790977,40862789,42094455,44610115,48404759,51171257,219614,25853889,88181907,72474855,82441390,28517467,132732866,164215628,2026190,56326044,70766003,58624504,65147248,44058505
3110410,방학역 2번,127.044647,37.669107,20242,CS100010,커피-음료,360205769,43944761,49059524,50956038,46899726,53217440,57556082,58572198,0,31707517,99755086,87625507,101779372,39338287,160565670,199640099,3347998,76509726,79226412,76634599,73403739,51083295
3110410,방학역 2번,127.044647,37.669107,20243,CS100010,커피-음료,370142724,52897964,48434242,48477925,47818809,54880528,59755231,57878025,0,32397927,99595604,86629343,115997758,35522092,167141113,202142088,2661340,72616170,81416597,76281899,80003877,56303317
3110410,방학역 2번,127.044647,37.669107,20244,CS100010,커피-음료,325201247,43351816,55386439,41887135,43297799,42643813,47170349,51463896,129496,27218799,86592568,74493063,103462455,33304866,145104187,177908127,3306196,65008516,69059052,70690310,63056167,51892074
3110410,방학역 2번,127.044647,37.669107,20241,CS300009,청과상,351904948,53475544,60438020,57642812,62705227,73012668,43979311,651366,0,33266780,80606005,94821978,142592803,617382,127095963,216686737,69748,11371021,33648305,64021555,96332205,138339866
3110410,방학역 2번,127.044647,37.669107,20242,CS300009,청과상,362221902,60217464,64473090,57084111,58653165,70203409,51080898,509765,0,50474618,67065640,85237838,159443806,0,131552438,203092904,0,7493425,25351610,62979707,108847299,129973301
3110410,방학역 2번,127.044647,37.669107,20243,CS300009,청과상,339522654,68696773,49083980,46168919,49569502,59943096,61285476,4774908,0,39424849,80372646,67274076,152451083,0,131895979,187350169,0,13061082,32099146,53623364,99644403,120818153
3110410,방학역 2번,127.044647,37.669107,20244,CS300009,청과상,322726933,65194577,59313028,44415896,52272161,59883623,41647648,0,0,37427591,78479608,77178687,129641047,0,110281700,197717116,139718,12512947,25066974,58678774,78292195,133308209
3110411,도봉역 3번,127.045705,37.675774,20241,CS100001,한식음식점,631095778,94569139,100908385,115258793,122632130,102190184,63366986,32170161,11851128,24304297,311679897,74673970,179543808,29042678,348047552,207752123,0,12037515,76537021,112131435,180120703,174973007
3110411,도봉역 3번,127.045705,37.675774,20242,CS100001,한식음식점,700078962,121832205,114579146,123626284,108499071,111174069,84969625,35398562,15383819,43605028,328851998,66931409,218244508,27062200,366517882,242568844,857084,14045024,77696596,118633840,193512407,204341774
3110411,도봉역 3번,127.045705,37.675774,20243,CS100001,한식음식점,663967497,124058415,115564213,108354074,112024094,110862716,61479200,31624785,12805008,24447475,314033968,57720838,208486276,46473932,375423048,203717913,0,18993983,75765981,99827023,185597870,198956104
3110411,도봉역 3번,127.045705,37.675774,20244,CS100001,한식음식점,730168396,129347814,123943512,113622176,131599580,129260888,75099668,27294758,9828741,9007872,357357322,82933808,226148544,44892109,416469891,212771522,0,21066647,81694427,133131447,195723853,197625038
3110411,도봉역 3번,127.045705,37.675774,20241,CS100009,호프-간이주점,10714083,1794226,153791,615163,2306852,2101808,2665707,1076536,4408660,2050544,512636,256318,922745,2563180,10714083,0,0,0,0,6254149,1794227,2665707
3110411,도봉역 3번,127.045705,37.675774,20242,CS100009,호프-간이주점,17327098,3075816,512636,768954,4254879,6202897,1486644,1025272,11226729,0,0,0,4767515,1332854,14251282,3075816,0,0,51264,6151633,3844770,7279431
3110411,도봉역 3번,127.045705,37.675774,20243,CS100009,호프-간이주점,29837030,4613724,5920947,1794226,5638996,4589706,3690979,3588452,15917349,2409389,1537908,333214,1896753,7742417,29837030,0,0,0,512636,10919147,8947113,9458134
3110411,도봉역 3번,127.045705,37.675774,20244,CS100009,호프-간이주점,20431773,0,2000894,2000894,2306862,4357406,3075816,6689901,10228702,1537908,153791,0,2153071,6358301,20431773,0,0,0,719304,1642049,2588812,15481608
3110411,도봉역 3번,127.045705,37.675774,20241,CS100010,커피-음료,8670700,1811250,1956364,1561330,1762632,1272243,222907,83974,0,650288,6576806,1159937,283669,0,4227682,3504282,0,461175,2118639,2382752,2073709,695689
3110411,도봉역 3번,127.045705,37.675774,20242,CS100010,커피-음료,11386473,2439142,2557800,1237439,1761377,2107889,791952,490874,0,965704,7821323,2084336,515110,0,5310348,5272567,37209,862436,1684468,3107476,3748800,1142527
3110411,도봉역 3번,127.045705,37.675774,20243,CS100010,커피-음료,10187417,1864830,2127270,1748781,1754583,2000360,591575,100018,0,1194072,7422412,1183490,387443,0,5338113,4849304,0,592572,2088959,2778902,3767284,959700
3110411,도봉역 3번,127.045705,37.675774,20244,CS100010,커피-음료,12966520,3393971,2934604,1632815,2624625,2022761,288790,68954,0,2401800,7979496,1998429,586795,0,7748240,5218280,0,481224,2131533,5290131,4349492,714140
3110412,창동중학교,127.048054,37.661636,20241,CS100001,한식음식점,527442860,63458721,76961669,92075472,88526456,80363079,67039826,59017637,0,0,247738023,59492550,191563447,28648840,332818146,134503224,0,19163404,60134326,62412628,128432032,197178979
3110412,창동중학교,127.048054,37.661636,20242,CS100001,한식음식점,736728284,86613966,93645254,106828599,119601206,96458797,112862567,120717895,0,1463247,338587704,95096949,253752737,47827647,444659007,232320016,500585,18341932,83777320,99778057,176527941,298053188
3110412,창동중학교,127.048054,37.661636,20243,CS100001,한식음식점,673859869,86215938,84752819,91609545,99090073,111373648,94334522,106483324,0,1925325,289517581,97472673,248067893,36876397,430126524,195362757,468496,22243925,56899780,83802992,165853937,296220151
3110412,창동중학교,127.048054,37.661636,20244,CS100001,한식음식점,489507534,80170545,57015300,91998459,71089426,62316362,65011816,61905626,0,1963832,196832420,73688616,177007989,40014677,298771977,147980500,1437577,17173902,48261488,64447055,113221962,202210495
3110413,누원고등학교,127.047592,37.683602,20241,CS100001,한식음식점,329513006,37677705,55760774,38874056,41370148,44513023,63377496,47939804,0,5744486,91035330,34048853,179462527,19221810,200200907,105094664,65681,14257202,32144484,57624895,94013492,107189817
3110413,누원고등학교,127.047592,37.683602,20242,CS100001,한식음식점,376942532,46467880,49644743,51992640,48085056,50294342,62964385,67493486,151066,8980187,123056187,38244782,182865247,23645063,221182124,123429768,618085,11451681,40861430,54014521,90785236,146880939
3110413,누원고등학교,127.047592,37.683602,20243,CS100001,한식음식점,386849865,49688065,43241734,55718988,50976656,60711674,74000943,52511805,0,17225345,118245299,50557806,173519261,27302154,200827916,152848231,451646,19344427,36196218,52847326,95655379,149181150
3110413,누원고등학교,127.047592,37.683602,20244,CS100001,한식음식점,596655833,55733917,82304805,89404209,82676722,94903719,108826968,82805493,59113,51838256,209347619,70035412,232570282,32805151,303133308,255156746,817418,35662441,88359325,104920506,160597531,167932832
3110413,누원고등학교,127.047592,37.683602,20241,CS100006,패스트푸드점,128768929,15700976,15836494,13925216,20442655,20310649,22660074,19892865,0,1356571,39650915,28260493,58856368,644582,63452270,58512035,1795470,12519905,25999502,27331103,25017767,29300558
3110413,누원고등학교,127.047592,37.683602,20242,CS100006,패스트푸드점,103815604,13942770,10599090,13583265,14519945,12860041,19191407,19119086,0,1271610,29340414,21989511,50457844,756225,49328601,52038574,918023,10450237,22350947,23670078,20544756,23433135
3110413,누원고등학교,127.047592,37.683602,20243,CS100006,패스트푸드점,86638689,13157053,7581912,13361383,11475385,11631263,12668352,16763341,0,1500514,28812390,17113018,38943840,268927,44026562,42612127,1413636,9892179,18065458,20709439,17020634,19537343
