상권_코드,상권_코드_명_x,경도(WGS84),위도(WGS84),기준_년분기_코드,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액
3110397,도봉산입구,127.037775,37.684498,20241,CS100009,호프-간이주점,116042148,5555014,10487940,10344304,18580675,19004945,25766592,26302678,13485016,165234,269273,8490178,38996345,54636102,87708168,23492220,599246,8268425,15949774,16594094,33261484,36527366
3110397,도봉산입구,127.037775,37.684498,20242,CS100009,호프-간이주점,131795410,9327937,15861509,17264299,20382892,15723251,24344506,28891016,19555510,51636,1098383,5844648,38937910,66307323,96258274,29582893,103820,8619403,12948566,25644336,37338115,41186927
3110397,도봉산입구,127.037775,37.684498,20243,CS100009,호프-간이주점,135531592,10218045,14853988,17048412,17277508,22752040,28835234,24546365,14087786,392431,839465,4117546,45163096,70931268,104580100,25950310,804009,8553002,16335797,25076364,39346488,40414751
3110397,도봉산입구,127.037775,37.684498,20244,CS100009,호프-간이주점,111115775,5656764,15490803,15805902,16322136,16817392,24072922,16949856,11890127,0,1098847,5779838,46049407,46297556,81399603,26603306,1177844,5473333,10097193,20080452,32913407,38260677
3110397,도봉산입구,127.037775,37.684498,20241,CS100010,커피-음료,238565452,28768763,23739704,24398292,26826763,31411603,49945044,53475283,0,46991855,75386398,80195431,34430518,1561250,125927180,112305853,1708747,24680564,53264713,49898907,50972850,57707252
3110397,도봉산입구,127.037775,37.684498,20242,CS100010,커피-음료,370303831,39819761,37381146,48738323,47325626,46346498,68620514,82071963,0,66630244,131751952,120681256,49370926,1869453,209467317,155595282,2295190,34257906,74239145,73081919,91309583,89878856
3110397,도봉산입구,127.037775,37.684498,20243,CS100010,커피-음료,355770189,42489251,37131550,42947203,39238234,40723936,71059264,82180751,0,79430162,120353654,105127623,48839206,2019544,208843402,146643877,2541756,31124847,68970507,72118406,87626885,93104878
3110397,도봉산입구,127.037775,37.684498,20244,CS100010,커피-음료,183106687,19957003,22066236,25460854,25100444,25269071,32722271,32530808,0,35516164,58505566,61141554,26721937,1221466,108347966,74758721,1873389,20980714,32950021,55614921,36525132,35162510
3110397,도봉산입구,127.037775,37.684498,20241,CS300009,청과상,105681494,16619655,14975778,14713073,12336141,12463560,21559146,13014141,0,23593145,32386696,36007939,13693714,0,38493946,67187548,0,0,3968183,16763936,39633886,45315489
3110397,도봉산입구,127.037775,37.684498,20242,CS300009,청과상,114355491,14472392,10390233,18177010,18065320,19734365,22819187,10696984,0,37013141,34242938,19050072,24049340,0,45049170,69306321,130928,155476,4798977,16818325,40434569,52017216
3110397,도봉산입구,127.037775,37.684498,20243,CS300009,청과상,98210908,16169751,10149551,9545486,9682345,21055757,19408736,12199282,0,32282871,32628952,20093028,13206057,0,37056083,61154825,0,1969797,4548160,12012733,35740211,43940007
3110397,도봉산입구,127.037775,37.684498,20244,CS300009,청과상,113647444,17168661,14063389,11352963,17192101,19658855,21854884,12356591,0,32326918,46955045,21711733,12653748,0,57164645,52550084,0,804311,4908495,13277481,46244352,44480090
3110397,도봉산입구,127.037775,37.684498,20241,CS300010,반찬가게,64657973,5020685,11167699,7446098,10317306,21486091,7857944,1362150,0,2999387,20846153,19833872,20978561,0,39247926,25410047,0,8715346,3977718,9529130,17286077,25149702
3110397,도봉산입구,127.037775,37.684498,20242,CS300010,반찬가게,62795668,18464597,7569812,7891894,8545119,13513494,6810752,0,0,2299889,9377391,27549503,23568885,0,26959752,34313697,0,163458,4503179,7511169,24162701,24932942
3110397,도봉산입구,127.037775,37.684498,20243,CS300010,반찬가게,64924919,26686833,9943720,3211136,6615964,8433253,5952507,4081506,0,5723538,17330274,19080627,22790480,0,31110102,32465117,0,842380,1936087,8427782,18678285,33690684
3110397,도봉산입구,127.037775,37.684498,20244,CS300010,반찬가게,30769011,6429349,6286189,2301218,5999259,2615328,7137668,0,0,3160188,9916455,10868809,6823559,0,15158590,14950793,0,817290,1852525,4576824,9820289,13042455
3110398,쌍문2동우체국,127.037148,37.654892,20241,CS100001,한식음식점,1955794193,262189170,230271544,241692743,273919228,278849327,338595522,330276659,68580684,42398669,560046511,260687890,802313709,221766730,1138912671,749739227,5688434,146708471,304749520,416150329,554888747,460466396
3110398,쌍문2동우체국,127.037148,37.654892,20242,CS100001,한식음식점,1860937157,247461681,196276405,276303758,251660305,262103418,314759270,312372320,51250760,41154894,520454518,263549237,757367777,227159971,1023632864,732014627,5891247,139005137,272204612,397177749,499889753,441478988
3110398,쌍문2동우체국,127.037148,37.654892,20243,CS100001,한식음식점,1758914398,265325058,181908784,213711654,231573218,267597510,322105066,276693108,55694693,36886836,508110897,210737688,720995081,226489203,1010494439,683678557,5315303,134173097,290426021,359869741,477216654,427172178
3110398,쌍문2동우체국,127.037148,37.654892,20244,CS100001,한식음식점,1929853331,247998212,253670546,245109784,248798973,290273892,336206275,307795649,54052473,37558940,511300134,245265336,834961709,246714739,1095277128,785634308,7989987,132636542,310966096,399547959,562971869,466798974
3110398,쌍문2동우체국,127.037148,37.654892,20241,CS100002,중식음식점,54567367,6113487,5073690,8506050,8841462,11264145,12666999,2101534,609909,319345,7353722,2177255,15485045,28622091,25051772,22818275,206312,7959708,20007856,12029702,5372025,2294442
3110398,쌍문2동우체국,127.037148,37.654892,20242,CS100002,중식음식점,36622277,3413158,3632988,7376851,5646888,6908530,8632053,1011809,2530152,0,2554764,1256529,12793564,17487268,19507064,14995986,670515,3299084,13626210,9010515,5755805,2140921
3110398,쌍문2동우체국,127.037148,37.654892,20243,CS100002,중식음식점,37827014,6334548,2241069,3307667,6853206,8340496,10579930,170098,519932,384092,948159,161319,12632559,23180953,20605438,16495993,347878,5888029,11344635,12258013,5278128,1984748
3110398,쌍문2동우체국,127.037148,37.654892,20244,CS100002,중식음식점,33197889,5759476,3995539,2529562,6485569,6964013,7300216,163514,163514,0,772574,0,10601247,21660554,17827852,14049755,163514,4996607,10833058,10726086,3622754,1535588
3110398,쌍문2동우체국,127.037148,37.654892,20241,CS100007,치킨전문점,36574369,1775954,3400513,5570500,5776768,3897897,8824123,7328614,0,0,0,2018542,24288971,10266856,20628853,15017752,0,3368730,4618849,11857008,10069663,5732355
3110398,쌍문2동우체국,127.037148,37.654892,20242,CS100007,치킨전문점,28536110,0,3948039,3395034,4022239,7565415,6428799,3176584,0,0,0,670612,18008007,9857491,12409993,14184873,0,2309325,8480511,5037153,6971103,3796773
3110398,쌍문2동우체국,127.037148,37.654892,20243,CS100007,치킨전문점,24634706,0,4854250,3302639,5061954,4806569,3176583,3432711,0,0,0,0,14819805,9814901,15017374,8432416,0,1905934,3123533,6409770,7851558,4158996
3110398,쌍문2동우체국,127.037148,37.654892,20244,CS100007,치킨전문점,26111456,0,4160015,5914495,6409219,3975887,2988409,2663431,675654,0,0,0,18768407,6667395,17111290,8238795,0,2573338,8872291,6163354,5068738,2672364
3110398,쌍문2동우체국,127.037148,37.654892,20241,CS100008,분식전문점,57112366,11632038,8027118,10527326,11212019,8274213,6815613,624039,321924,386728,9079322,2746517,25593557,18984318,34336117,18765909,0,2252860,8546271,12109698,18667194,11526004
3110398,쌍문2동우체국,127.037148,37.654892,20242,CS100008,분식전문점,54570241,6065540,9066318,8348237,7684570,8378700,13708484,1318392,0,1687541,9299055,3546153,22368465,17669027,33783790,18580343,301407,933016,4395700,11576122,23425246,11732642
3110398,쌍문2동우체국,127.037148,37.654892,20243,CS100008,분식전문점,60882666,10525099,11818079,9040515,10594571,8643415,9625509,635478,0,1793012,11496376,3382425,29540317,14670536,30759621,21898279,0,2668816,9814711,10218067,14534564,15421739
3110398,쌍문2동우체국,127.037148,37.654892,20244,CS100008,분식전문점,31227037,3969419,6574376,4051803,3901967,6517208,6106793,105471,478287,975609,5290267,1710840,13850141,8921893,21323182,9903855,561068,1874733,5691185,5806512,7684944,9608595
3110398,쌍문2동우체국,127.037148,37.654892,20241,CS100009,호프-간이주점,221323355,27988690,21918782,30828032,34417400,33714680,41063223,31392548,48142939,0,0,3925184,52240977,117014255,149693135,68793573,514623,35285965,47851142,58186070,47690186,28958722
3110398,쌍문2동우체국,127.037148,37.654892,20242,CS100009,호프-간이주점,240722948,31095565,33591933,31063310,33078515,41295189,39906456,30691980,40039152,757890,435786,4244985,73657130,121588005,158072977,81766197,67590,29681038,48410415,58430134,65078206,38171792
3110398,쌍문2동우체국,127.037148,37.654892,20243,CS100009,호프-간이주점,216497123,27605776,19295193,22178405,31890630,53518818,34963930,27044371,37257741,0,0,3750571,70389101,105099710,132704158,83792965,139205,30727282,41342738,55538015,63878907,24870976
3110398,쌍문2동우체국,127.037148,37.654892,20244,CS100009,호프-간이주점,224183215,31885847,23873133,28439433,23842921,41929519,38102842,36109520,40738290,0,0,7787273,89881304,85776348,148574481,72352722,193736,26913544,41754859,54125917,71868858,26070287
3110398,쌍문2동우체국,127.037148,37.654892,20241,CS100010,커피-음료,205996911,26618882,35557212,25860677,26991282,35250114,31439816,24278928,43534,31839174,74361164,59936120,37634872,2182047,85532527,103283944,2736927,31642356,47443378,47080096,36181476,23732237
3110398,쌍문2동우체국,127.037148,37.654892,20242,CS100010,커피-음료,250991940,31618466,42989268,31352212,39385684,41863980,35450596,28331734,0,43022765,84819446,65829041,51319448,6001240,103322965,124353033,4484522,36764132,56701081,53579914,48147104,27999244
3110398,쌍문2동우체국,127.037148,37.654892,20243,CS100010,커피-음료,227047387,34733685,43518090,32914628,32027446,37264851,26600094,19988593,0,40776743,83775704,57768805,42336909,2389226,87333974,110701387,4756959,32413068,50066703,47925516,40753506,22119607
3110398,쌍문2동우체국,127.037148,37.654892,20244,CS100010,커피-음료,211611837,29939567,36418492,23948585,30050064,38282212,31438239,21534678,0,44993786,75635040,54227068,34131871,2624072,84269162,95056907,2455077,30071307,54433007,37581911,33234321,21550444
3110398,쌍문2동우체국,127.037148,37.654892,20241,CS300010,반찬가게,36000000,3834578,3526222,6746132,6257383,8587646,4504538,2543501,0,5214907,6595995,10274834,13184980,729284,9759026,24842887,0,923491,1900861,5449766,11141997,15185799
3110398,쌍문2동우체국,127.037148,37.654892,20242,CS300010,반찬가게,36000000,5861503,4039407,4299335,4912712,7161984,6345044,3380015,0,2314552,5442214,10255797,17215807,771630,11290852,22035368,27804,901591,2754371,6802408,11828607,11011440
3110398,쌍문2동우체국,127.037148,37.654892,20243,CS300010,반찬가게,36000000,5877870,4843408,4532650,4531365,5397056,6118285,4699366,0,4512279,6388920,8377400,15744033,977368,12279235,20154534,0,770019,1997666,6029150,13623441,10013490
3110398,쌍문2동우체국,127.037148,37.654892,20244,CS300010,반찬가게,36000000,4454532,4857090,4688262,6254653,5844786,5450949,4449728,0,4536167,6602269,9299260,13722532,1839772,12819775,19879890,0,660517,3511661,6282431,12208004,10037054
3110399,창2동주민센터,127.039135,37.641575,20241,CS100001,한식음식점,779651210,94604704,119369361,95539954,106772651,123255512,137115993,102993035,13214210,7312736,207343980,113677117,337802324,100300843,400109166,348646979,2978121,44245308,105239621,153335064,244261297,198696738
3110399,창2동주민센터,127.039135,37.641575,20242,CS100001,한식음식점,903246631,129776123,92966776,128357393,108204083,134392189,160693038,148857029,15957798,5514162,236805425,118091206,373417303,153460737,541366919,322130304,838854,46781043,110587569,175785008,286028981,243475772
3110399,창2동주민센터,127.039135,37.641575,20243,CS100001,한식음식점,766327404,102678542,90941250,95920262,118306917,107592294,152563207,98324932,7678425,3154423,201364461,83632228,357272139,113225728,456794508,283918070,2191373,46106149,102620617,153891355,234625165,201277922
3110399,창2동주민센터,127.039135,37.641575,20244,CS100001,한식음식점,633746679,83752848,80505605,82603795,80049528,104281323,124752961,77800619,6174430,5068668,172178535,76341701,277470418,96512927,361860350,244280139,2321859,38092784,76410399,147955110,175462859,165897475
3110399,창2동주민센터,127.039135,37.641575,20241,CS100002,중식음식점,5550443,366887,937503,1055374,838490,889116,678935,784138,0,229837,3017107,766345,1537154,0,3101917,1917848,0,168860,827640,962635,1481626,1579004
3110399,창2동주민센터,127.039135,37.641575,20242,CS100002,중식음식점,9840130,45861,1515977,759870,2421976,1491813,1754325,1850308,0,187623,3434100,1696794,4521613,0,5847171,3350905,0,589769,907403,2158856,3560627,1981422
3110399,창2동주민센터,127.039135,37.641575,20243,CS100002,중식음식점,8257214,373440,1274842,1092901,960291,1514573,1981103,1060064,0,431455,4162779,1309101,2353879,0,4262363,3131579,0,163200,557544,865159,3526874,2281166
3110399,창2동주민센터,127.039135,37.641575,20244,CS100002,중식음식점,6861338,156582,1308796,1547882,642151,1306120,969597,930210,0,258798,3022689,1656051,1923800,0,3840583,2403406,32758,424295,1181715,895896,2549781,1159544
3110399,창2동주민센터,127.039135,37.641575,20241,CS100005,제과점,94189968,12338432,9993959,14504833,12100257,14176134,17295108,13781245,0,19754966,19752521,24105623,27512103,3064755,33377338,58838516,443919,7243901,19921909,26721133,26570770,11314221
3110399,창2동주민센터,127.039135,37.641575,20242,CS100005,제과점,91418074,12197589,11564127,15744051,11453965,11930979,15160447,13366916,0,22052490,20551886,20175711,24746822,3891165,33144104,58273970,220569,7792773,20099105,26389433,24727313,12188881
3110399,창2동주민센터,127.039135,37.641575,20243,CS100005,제과점,102735990,13877950,12559417,17061494,11656236,13890613,18311890,15378390,0,23126997,22950083,22128401,29704160,4826349,37689234,65046756,306199,7420049,25776596,28748620,27115660,13368866
3110399,창2동주민센터,127.039135,37.641575,20244,CS100005,제과점,107045848,14306132,14622895,18798821,13344236,13705335,16816708,15451721,0,26089260,22316555,26648002,27524733,4467298,41108848,64064385,852654,9555779,25745064,27246548,28797175,12976013
3110399,창2동주민센터,127.039135,37.641575,20241,CS100008,분식전문점,37698225,787843,5057340,3395402,6742768,5692157,7631708,8391007,4353119,206477,659805,776309,20607488,11095027,20846167,15706055,1118317,5565699,8758001,10024731,7304257,3781217
3110399,창2동주민센터,127.039135,37.641575,20242,CS100008,분식전문점,36912689,777840,3509333,6731996,2627416,7047716,7919745,8298643,2483745,313753,754392,863579,19279116,13218104,22501631,14411058,502724,6280461,6989044,12959511,5510770,4670179
3110399,창2동주민센터,127.039135,37.641575,20243,CS100008,분식전문점,36843478,1387897,3506166,5560768,5902302,7536642,6767280,6182423,2861162,340284,674800,146496,19235142,13585594,17850854,18992624,117416,5324654,10557067,9598029,4227350,7018962
3110399,창2동주민센터,127.039135,37.641575,20244,CS100008,분식전문점,33000000,0,5975245,4622576,2184137,6860419,10526200,2831423,602082,0,0,0,19632385,12765533,15375402,17624598,1682792,4583484,8007877,6760279,6876762,5088806
3110399,창2동주민센터,127.039135,37.641575,20241,CS100009,호프-간이주점,44815644,8821364,3961690,8041579,5149658,8817487,4364403,5659463,2841573,0,0,6247989,16979911,18746171,32998234,10181080,0,115394,2452119,9237896,22248997,9124907
3110399,창2동주민센터,127.039135,37.641575,20242,CS100009,호프-간이주점,36657973,4117402,3290329,5533112,3611873,8993152,3753936,7358169,3912752,0,0,0,17523608,15221613,27229730,9428243,0,2099891,2633635,8465398,17915043,5544006
3110399,창2동주민센터,127.039135,37.641575,20243,CS100009,호프-간이주점,34331403,5460794,5545841,4409084,4989491,3979449,3170388,6776356,1896498,0,0,1168363,18209485,13057057,27311093,6695764,0,966424,3265785,11932069,11469134,6373446
3110399,창2동주민센터,127.039135,37.641575,20244,CS100009,호프-간이주점,24091180,3097875,1384727,6138202,1957392,5697975,3201603,2613406,1276544,0,0,468788,9761595,12584253,19706790,4052632,0,576970,3442800,7194747,10692938,1851968
3110399,창2동주민센터,127.039135,37.641575,20241,CS100010,커피-음료,63458546,7961474,8470050,8577054,7986967,8909174,13514980,8038847,0,9438489,19485318,19464095,13604650,1465994,26689582,36768964,767117,9277056,14706660,17991963,14781427,5934323
3110399,창2동주민센터,127.039135,37.641575,20242,CS100010,커피-음료,68207880,9683295,9976054,10364227,9368019,10626908,9944285,8245092,0,12437933,19599275,19402357,15444066,1324249,29727158,38480722,1496298,8583361,16393207,19700082,16139345,5895587
3110399,창2동주민센터,127.039135,37.641575,20243,CS100010,커피-음료,64204574,10456401,9574793,9714619,7865394,8922784,9482361,8188222,0,11633359,18295792,18599969,14366449,1309005,28411602,34793258,513385,9106033,13811977,18450695,14949558,6373212
3110399,창2동주민센터,127.039135,37.641575,20244,CS100010,커피-음료,58985544,7637702,8397719,8110240,8442097,7775185,10629533,7993068,0,10163469,19958934,16475382,11188194,1199565,26701584,31665875,976555,8415058,12454301,16191888,13236618,7093038
3110399,창2동주민센터,127.039135,37.641575,20241,CS300010,반찬가게,94797642,94160602,0,0,0,637040,0,0,0,2366149,92431493,0,0,0,2366149,92431493,0,0,0,94160602,0,637040
3110399,창2동주민센터,127.039135,37.641575,20242,CS300010,반찬가게,91521436,0,60670491,30850945,0,0,0,0,0,30850945,60670491,0,0,0,0,91521436,0,0,0,90975402,0,546034
3110399,창2동주민센터,127.039135,37.641575,20244,CS300010,반찬가게,83421925,0,83421925,0,0,0,0,0,0,0,83421925,0,0,0,0,83421925,0,0,0,83421925,0,0
3110400,도봉구보건소,127.039178,37.659009,20241,CS100001,한식음식점,1416696482,212664525,218384547,206541744,224491338,222702016,195813487,136098825,62725477,59837284,466612201,124932887,540308590,162280043,879675901,442462454,681326,75425324,198223917,362989533,367228940,317589309
3110400,도봉구보건소,127.039178,37.659009,20242,CS100001,한식음식점,1332396805,217909092,184621166,199379173,195195082,199725637,181637456,153929199,65233100,57121984,433815335,121983836,472559784,181682766,783033526,414989925,1400290,83766818,207101488,300115685,306194301,299444867
3110400,도봉구보건소,127.039178,37.659009,20243,CS100001,한식음식점,1486310905,218427072,227955911,220487070,231879382,246670024,189508750,151382696,61455807,54984653,489015559,152537525,517660857,210656504,887570652,466887652,6964822,92745858,232153949,282838131,398674888,341080654
3110400,도봉구보건소,127.039178,37.659009,20244,CS100001,한식음식점,1499732569,218839839,234090106,215035063,239285352,255250072,167554722,169677415,55327059,54602676,534828634,161051753,501033081,192889366,931630413,458818328,5112177,114098559,205731032,268400445,478227137,318879395
3110400,도봉구보건소,127.039178,37.659009,20244,CS100006,패스트푸드점,25159336,5354530,2433474,1701440,2481303,3270908,6598059,3319622,0,0,2437903,0,17203048,5518385,14173534,10021711,0,1553508,4062735,8556638,6549034,3473332
3110400,도봉구보건소,127.039178,37.659009,20241,CS100007,치킨전문점,70528839,1776573,13468610,7749198,12954300,10206184,17003014,7370960,1161806,0,416792,10370817,32495573,26083851,37764446,24356666,349063,2238171,9326744,21656492,17298310,11252332
3110400,도봉구보건소,127.039178,37.659009,20242,CS100007,치킨전문점,82246529,2047489,13734325,10229108,10279123,24047833,10794902,11113749,867969,0,125037,4241896,34553066,42458561,48720854,23369505,0,3753209,9120443,26157840,18108553,14950315
3110400,도봉구보건소,127.039178,37.659009,20243,CS100007,치킨전문점,78577721,4441957,17390630,15023254,10497938,8734910,13654092,8834940,494940,0,0,4785810,46265951,27031020,42396867,27678305,140667,4337629,9735522,18969900,19190263,17701192
3110400,도봉구보건소,127.039178,37.659009,20244,CS100007,치킨전문점,74437939,1818253,13450906,9620592,9013119,21654410,8391057,10489602,520989,0,0,5513111,35698200,32705639,44758746,17609950,0,1751852,10253114,20075159,16684954,13603618
3110400,도봉구보건소,127.039178,37.659009,20241,CS100009,호프-간이주점,110968919,18349517,9849354,14014607,14439331,18852113,22687133,12776864,32439509,0,0,490830,24484855,53553725,69999686,38144727,741232,11464149,22965683,30110726,27008586,15854038
3110400,도봉구보건소,127.039178,37.659009,20242,CS100009,호프-간이주점,91305253,12614627,11514666,12974228,12148237,14406923,18838399,8808173,21141402,0,4149747,75856,21247504,44690744,48581903,38841329,672450,8415237,15260129,18042560,26605511,18427345
3110400,도봉구보건소,127.039178,37.659009,20243,CS100009,호프-간이주점,101816060,13774484,18075944,12078888,15246974,14359019,15376376,12904375,18651553,0,3596448,620230,21636693,57311136,70994896,27769092,1332327,6968242,21949773,22392383,27465441,18655822
3110400,도봉구보건소,127.039178,37.659009,20244,CS100009,호프-간이주점,60305200,4479943,9406094,7447235,9276693,9281155,13114094,7299986,16179552,0,3819553,236491,11726383,28343221,36972911,20284679,0,4881531,7648029,14171611,15813661,14742759
3110401,도봉구민회관,127.039471,37.655008,20241,CS100001,한식음식점,640918525,81705292,75970058,77714971,85219312,103754275,110446590,106108027,0,22442760,288241431,84418797,226924675,18890862,338124966,227292941,902010,15904791,87072620,127813210,173043561,160681715
3110401,도봉구민회관,127.039471,37.655008,20242,CS100001,한식음식점,1116124317,123163871,143472045,161856803,128809633,153821962,197435333,207564670,0,21666521,345073951,156447948,476828228,116107669,622459136,428096291,8204200,62061421,180171188,252144607,278264521,269709492
3110401,도봉구민회관,127.039471,37.655008,20243,CS100001,한식음식점,1068396745,136365016,136603096,140912472,117595679,130443978,206418310,200058194,0,31482920,330996199,150960332,469476103,85481191,603621153,383512635,7864247,61396333,162134732,250152566,249001191,256584720
3110401,도봉구민회관,127.039471,37.655008,20244,CS100001,한식음식점,1252117566,136426919,157345226,163751109,143758502,166532367,243603818,240699625,2450858,30839964,362287877,187486835,563091006,105961026,664420445,476329651,8323231,66616965,179972663,268198408,301052249,316586579
3110402,도봉구 정병원,127.039338,37.661748,20241,CS100001,한식음식점,650818767,53558199,74480721,79386238,92397361,131137852,141562788,78295608,70248050,3815305,91736608,42053835,276409983,166554986,380332993,212505649,1446233,54310719,85026448,118636265,166807200,166611782
3110402,도봉구 정병원,127.039338,37.661748,20242,CS100001,한식음식점,902581303,86713944,108168590,124614834,131895889,176849683,169629663,104708700,56570858,5354103,166196342,69050738,379943718,225465544,542722775,293279312,3615520,56114355,124255927,167092491,243840459,241083335
3110402,도봉구 정병원,127.039338,37.661748,20243,CS100001,한식음식점,1036681634,127075937,141201121,127119879,134679926,176702736,191758619,138143416,87235940,7403926,195417486,65787831,428627667,252208784,631737036,326073165,4051847,81686247,111387779,207317011,259003984,294363334
3110402,도봉구 정병원,127.039338,37.661748,20244,CS100001,한식음식점,832737913,79583002,127636485,119993411,106546186,146084814,166213201,86680814,86481874,2399592,105547764,57039861,369573625,211695197,516175887,247552013,2928385,71338004,110965084,151131360,198856928,228508138
3110402,도봉구 정병원,127.039338,37.661748,20241,CS100007,치킨전문점,46265990,7717899,1211851,6089856,4627067,7968837,9389171,9261309,6447903,0,0,550841,15017988,24249258,27253351,19012639,107773,6466881,7098729,10584239,9190120,12818248
3110402,도봉구 정병원,127.039338,37.661748,20242,CS100007,치킨전문점,67223568,11445258,869106,8761436,8316437,14722762,12467375,10641194,7050768,0,0,670190,23540135,35962475,38998078,26940193,492705,5185630,8418449,20265183,17008511,14567793
3110402,도봉구 정병원,127.039338,37.661748,20243,CS100007,치킨전문점,60499135,9257194,1831479,10741405,7427176,12764217,9780493,8697171,8458473,0,0,189734,22477384,29373544,39056543,21442592,318175,4627409,10603907,19246158,15057930,10645556
3110402,도봉구 정병원,127.039338,37.661748,20244,CS100007,치킨전문점,41473303,4677880,2986247,5880200,5361521,8976977,7130334,6460144,6756986,0,0,97927,12009366,22609024,25443096,16030207,0,2913490,9661512,10145937,11651780,7100584
3110402,도봉구 정병원,127.039338,37.661748,20241,CS100009,호프-간이주점,92365550,14023098,12601621,16208565,15530837,9220872,16826444,7954113,12659070,0,0,1885250,38087875,39733355,61665589,27542263,604886,1484672,2000160,11223559,42711953,31182621
3110402,도봉구 정병원,127.039338,37.661748,20242,CS100009,호프-간이주점,107166368,17588735,15811892,12352306,14189171,13586211,23307227,10330826,18572515,0,0,415722,37289996,50888135,78144123,26185857,741349,4915094,6227691,22335016,41325044,28785786
3110402,도봉구 정병원,127.039338,37.661748,20243,CS100009,호프-간이주점,106918215,30662214,12550992,16822967,13739729,15164402,11083790,6894121,14820301,0,0,657420,38115644,53324850,79905129,21960769,0,2803150,12154860,18264510,32892629,35750749
3110402,도봉구 정병원,127.039338,37.661748,20244,CS100009,호프-간이주점,83409892,14449652,10492139,9697043,11086424,12579480,12374588,12730566,14536499,0,0,2068942,29271753,37532698,59526911,20797300,0,1200146,5345164,15760318,31413353,26605231
3110403,방학1동주민센터,127.040088,37.664856,20241,CS100001,한식음식점,1664684272,196708292,200133395,195795815,249983413,249268200,303883640,268911517,96046193,46644799,311613923,188959519,791565308,229854530,1034382652,526336679,4443064,105905539,231833256,249145870,446988083,522403518
3110403,방학1동주민센터,127.040088,37.664856,20242,CS100001,한식음식점,2255798680,279305971,291231769,287945188,273949887,306957700,426495943,389912222,77092216,66800286,460081981,271228583,1051924042,328671572,1349676491,741971944,7228875,128866035,281945108,374325338,604733740,694549336
3110403,방학1동주민센터,127.040088,37.664856,20243,CS100001,한식음식점,2226036561,295571571,282475497,268601057,270651055,282923891,438856253,386957237,61348862,55418144,441451162,262955319,1100060449,304802625,1345679986,752047010,3016485,129262772,258041755,398346211,618684285,690375490
3110403,방학1동주민센터,127.040088,37.664856,20244,CS100001,한식음식점,2318968545,284734449,310419009,297051281,286110061,308056396,449530123,383067226,74425058,47733240,448191179,309681257,1122681121,316256690,1387729153,743995699,5504309,124205789,250352184,428382867,596406877,726872828
3110403,방학1동주민센터,127.040088,37.664856,20243,CS100005,제과점,7232242,1071258,980737,1483324,1084031,1203986,1075700,333206,0,435944,1909827,1874286,2326335,685850,3434390,3797852,5722,258574,762040,1197962,1480863,3527081
3110403,방학1동주민센터,127.040088,37.664856,20244,CS100005,제과점,8111852,1151783,1222867,2031449,1153448,1168999,852397,530909,0,786922,2176393,1273959,3052114,822464,3797356,4314496,33004,560320,784876,1389004,1464562,3880086
3110403,방학1동주민센터,127.040088,37.664856,20241,CS100007,치킨전문점,15989698,2839893,1457281,1014771,2598747,1763304,3483766,2831936,2333118,0,885018,1504409,6102097,5165056,8525187,7048320,159132,836055,2696062,2673417,6452799,2756042
3110403,방학1동주민센터,127.040088,37.664856,20242,CS100007,치킨전문점,17409032,2033829,2583446,2303740,1495841,4488742,2657503,1845931,1847766,0,1389956,2210710,7687296,4273304,8563746,6582554,702017,1315287,2166031,4242089,5053663,1667213
3110403,방학1동주민센터,127.040088,37.664856,20243,CS100007,치킨전문점,12623446,2314145,1472582,1421170,1142078,1419947,3024732,1828792,792600,0,231966,1970175,6429541,3199164,7303543,5319903,421088,416191,1522771,2214381,6116174,1932841
3110403,방학1동주민센터,127.040088,37.664856,20244,CS100007,치킨전문점,10120790,535540,1580915,1947530,785866,661622,1977520,2631797,152399,0,894198,2263346,4094587,2716260,5880537,4030934,722826,675086,1128000,1596216,3491109,2298232
3110403,방학1동주민센터,127.040088,37.664856,20241,CS100008,분식전문점,68244417,11530256,14747520,13393547,10384911,12400083,5788100,0,0,361301,39918359,8441914,19522843,0,27639320,35535531,870055,5453353,13662709,15081127,17438720,10668887
3110403,방학1동주민센터,127.040088,37.664856,20242,CS100008,분식전문점,79119182,13116847,14403861,12474429,12972061,14813891,11338093,0,0,735943,43221275,9453670,25708294,0,33642587,41443105,1826945,5127703,16626359,18141309,18358545,15004832
3110403,방학1동주민센터,127.040088,37.664856,20243,CS100008,분식전문점,90222359,16893265,14718804,17339940,14180486,15968957,10894854,226053,0,540441,51571758,8117555,29992605,0,41615998,43310062,1002829,8548969,12318556,19809927,25858713,17387065
3110403,방학1동주민센터,127.040088,37.664856,20244,CS100008,분식전문점,61975262,12829121,13069517,7610990,9763155,11885439,6817040,0,0,426575,38728875,7775298,15044514,0,27009452,30173859,1240172,7682791,9174337,12678611,13613148,12794253
